Date,Location,Sex,Weight_kg,Moult score
13-Mar-2016,Beach,M,9.8,1
13-Mar-2016,Beach,M,12.4,2
13-Mar-2016,Beach,F,9.5,2
13-Mar-2016,Beach,F,13,3
13-Mar-2016,Beach,M,14,3
13-Mar-2016,Beach,F,12.8,3
13-Mar-2016,Beach,F,6.8,0
13-Mar-2016,Beach,F,10,1
13-Mar-2016,Beach,M,11.8,2
13-Mar-2016,Beach,F,8.2,3
13-Mar-2016,Beach,M,13.5,3
13-Mar-2016,Beach,M,12.6,3
13-Mar-2016,Beach,F,10.7,2
13-Mar-2016,Beach,F,13.4,3
13-Mar-2016,Beach,F,11.1,3
13-Mar-2016,Beach,M,8.2,1
13-Mar-2016,Beach,F,9.8,3
13-Mar-2016,Beach,M,13.8,3
13-Mar-2016,Beach,M,11,3
13-Mar-2016,Beach,M,11.4,3
13-Mar-2016,Beach,M,10.5,1
13-Mar-2016,Beach,F,9.5,3
13-Mar-2016,Beach,M,10.8,2
13-Mar-2016,Beach,M,12.6,3
13-Mar-2016,Beach,F,11.5,2
13-Mar-2016,Beach,M,9,1
13-Mar-2016,Beach,M,12.25,3
13-Mar-2016,Beach,M,10.75,2
13-Mar-2016,Beach,M,10.5,3
13-Mar-2016,Beach,F,11,3
13-Mar-2016,Beach,M,12.25,3
13-Mar-2016,Beach,M,15.5,3
13-Mar-2016,Beach,M,14,3
13-Mar-2016,Beach,F,11.25,3
13-Mar-2016,Beach,F,12.25,3
13-Mar-2016,Beach,M,11.25,2
13-Mar-2016,Beach,F,10.5,2
13-Mar-2016,Beach,M,10.25,2
13-Mar-2016,Beach,F,14.5,3
13-Mar-2016,Beach,M,13,3
13-Mar-2016,Beach,M,8.8,2
13-Mar-2016,Beach,F,10.8,3
13-Mar-2016,Beach,M,13,3
13-Mar-2016,Beach,M,14.25,3
13-Mar-2016,Beach,M,14.25,3
13-Feb-2016,Beach,F,11.2,1
13-Feb-2016,Tussock,M,11.5,1
13-Feb-2016,Tussock,F,10.3,1
13-Feb-2016,Tussock,M,12,2
13-Feb-2016,Tussock,F,14.2,1
13-Feb-2016,Tussock,M,12.75,1
13-Feb-2016,Tussock,M,10.25,0
13-Feb-2016,Tussock,F,11.2,1
13-Feb-2016,Tussock,M,11,1
13-Feb-2016,Tussock,M,8.4,0
13-Feb-2016,Tussock,F,7.2,0
13-Feb-2016,Tussock,F,9.8,1
13-Feb-2016,Tussock,M,10,0
13-Feb-2016,Tussock,F,10.2,0
13-Feb-2016,Tussock,F,11.4,0
13-Feb-2016,Tussock,M,11.8,1
13-Feb-2016,Tussock,F,12,1
13-Feb-2016,Tussock,M,9,0
13-Feb-2016,Tussock,M,11.8,1
13-Feb-2016,Tussock,F,10.8,2
13-Feb-2016,Tussock,M,12.8,1
13-Feb-2016,Tussock,F,8.6,2
13-Feb-2016,Tussock,M,8.9,1
13-Feb-2016,Tussock,F,9.8,0
13-Feb-2016,Tussock,F,12,0
13-Feb-2016,Tussock,M,8.6,0
13-Feb-2016,Tussock,F,13.2,0
13-Feb-2016,Tussock,M,14.2,2
13-Feb-2016,Tussock,M,8.2,0
13-Feb-2016,Tussock,F,8.4,0
13-Feb-2016,Tussock,F,11,0
13-Feb-2016,Tussock,M,13.3,1
13-Feb-2016,Tussock,F,10.1,0
13-Feb-2016,Tussock,F,13,0
13-Feb-2016,Tussock,F,11.1,0
13-Feb-2016,Tussock,F,14.1,0
13-Feb-2016,Tussock,F,12.2,0
13-Feb-2016,Beach,F,8.5,0
13-Feb-2016,Beach,M,11.25,0
13-Feb-2016,Beach,F,10.5,1
13-Feb-2016,Beach,M,9.4,1
13-Feb-2016,Beach,M,11.25,1
13-Feb-2016,Beach,M,14,1
13-Feb-2016,Beach,M,13.75,1
13-Feb-2016,Beach,F,7.2,0
13-Feb-2016,Beach,M,10.75,0
13-Feb-2016,Beach,M,7,0
13-Feb-2016,Beach,F,11,0
13-Feb-2016,Beach,F,11.5,1
13-Feb-2016,Beach,F,13.25,0
13-Feb-2016,Beach,F,9.7,0
13-Feb-2016,Beach,M,8.2,0
13-Feb-2016,Beach,M,12.3,1
13-Feb-2016,Beach,M,16.2,1
13-Feb-2016,Beach,M,6.1,0
13-Feb-2016,Beach,F,8.4,1
13-Feb-2016,Beach,F,5.8,0
13-Feb-2016,Beach,M,9.5,0
13-Feb-2016,Beach,F,10.7,1
13-Feb-2016,Beach,M,10,1
13-Feb-2016,Beach,M,8.2,0
13-Feb-2016,Beach,M,10.2,0
13-Feb-2016,Beach,M,12.8,0
13-Feb-2016,Beach,M,11,0
13-Feb-2016,Beach,F,10.6,0
13-Feb-2016,Beach,F,10,0
13-Feb-2016,Beach,M,13.4,0
13-Feb-2016,Beach,M,14,0
13-Feb-2016,Beach,M,13.2,0
13-Feb-2016,Beach,F,12.8,0
13-Feb-2016,Beach,F,11.8,0
13-Feb-2016,Beach,F,15.9,0
13-Feb-2016,Beach,M,10,0
13-Feb-2016,Beach,M,15,0
13-Feb-2016,Beach,F,9.5,0
13-Feb-2016,Beach,F,11,0
13-Feb-2016,Beach,M,10.3,0
13-Feb-2016,Beach,F,10.8,0
13-Feb-2016,Beach,M,12.5,0
13-Feb-2016,Beach,F,11,0
13-Feb-2016,Beach,M,12,0
13-Feb-2016,Beach,F,13.5,0
13-Feb-2016,Beach,M,14,0
13-Feb-2016,Beach,M,11,0
13-Feb-2016,Beach,M,10.5,0
13-Feb-2016,Beach,M,9.3,0
13-Feb-2016,Tussock,M,13.8,0
13-Feb-2016,Tussock,M,9,0
13-Feb-2016,Tussock,F,12,0
13-Feb-2016,Tussock,M,12.2,0
13-Feb-2016,Tussock,M,10.6,1
13-Feb-2016,Tussock,F,10.2,1
13-Feb-2016,Tussock,M,9,0
13-Feb-2016,Tussock,F,9.4,2
13-Feb-2016,Tussock,F,13,0
13-Feb-2016,Tussock,M,10.6,0
13-Feb-2016,Tussock,M,10.8,0
13-Feb-2016,Tussock,M,10,0
13-Feb-2016,Tussock,M,14.8,0
13-Feb-2016,Tussock,M,15.6,0
13-Jan-2016,Tussock,M,5.5,0
13-Jan-2016,Tussock,F,7.3,0
13-Jan-2016,Tussock,F,7.6,0
13-Jan-2016,Tussock,F,7,0
13-Jan-2016,Tussock,F,7.7,0
13-Jan-2016,Tussock,F,7.4,0
13-Jan-2016,Tussock,M,8,0
13-Jan-2016,Beach,F,7.7,0
13-Jan-2016,Beach,F,5.9,0
13-Jan-2016,Beach,F,5.1,0
13-Jan-2016,Beach,F,8.5,0
13-Jan-2016,Beach,M,6.5,0
13-Jan-2016,Beach,F,7.5,0
13-Jan-2016,Beach,M,12.5,0
13-Jan-2016,Beach,F,8.5,0
13-Jan-2016,Beach,F,7.8,0
13-Jan-2016,Beach,F,6.3,0
13-Jan-2016,Beach,F,8.5,0
13-Jan-2016,Beach,F,7.3,0
13-Jan-2016,Beach,M,6.1,0
13-Jan-2016,Beach,F,5.8,0
13-Jan-2016,Beach,F,7.5,0
13-Jan-2016,Beach,M,11.2,0
13-Jan-2016,Beach,F,5.8,0
13-Jan-2016,Beach,F,7.4,0
13-Jan-2016,Beach,M,5.1,0
13-Jan-2016,Beach,M,10,0
13-Jan-2016,Beach,F,4.6,0
13-Jan-2016,Beach,F,4.1,0
13-Jan-2016,Beach,F,7.3,0
13-Jan-2016,Beach,F,6.6,0
13-Jan-2016,Beach,M,8.6,0
13-Jan-2016,Beach,M,5.5,0
13-Jan-2016,Beach,M,6,0
13-Jan-2016,Beach,M,7.6,0
13-Jan-2016,Beach,M,4.6,0
13-Jan-2016,Tussock,M,7.4,0
13-Jan-2016,Tussock,F,7.3,0
13-Jan-2016,Tussock,M,9.7,0
13-Jan-2016,Tussock,M,9.9,0
13-Jan-2016,Tussock,F,7.6,0
13-Jan-2016,Tussock,F,3.4,0
13-Jan-2016,Tussock,F,7.9,0
13-Jan-2016,Beach,F,7.5,0
13-Jan-2016,Beach,F,5.2,0
13-Jan-2016,Beach,M,11,0
13-Jan-2016,Beach,F,10.8,0
13-Jan-2016,Beach,F,6.2,0
13-Jan-2016,Beach,M,5.9,0
13-Jan-2016,Beach,F,5.4,0
13-Jan-2016,Beach,M,7,0
13-Jan-2016,Beach,F,7.8,0
13-Jan-2016,Beach,F,4.8,0
13-Jan-2016,Beach,M,8.8,0
13-Jan-2016,Beach,M,9.6,0
13-Jan-2016,Beach,F,5.7,0
13-Jan-2016,Beach,F,5.6,0
13-Jan-2016,Beach,F,4.9,0
13-Jan-2016,Beach,F,5.4,0
13-Jan-2016,Beach,F,5.3,0
13-Jan-2016,Beach,F,9,0
13-Jan-2016,Beach,M,7.2,0
13-Jan-2016,Beach,F,6.5,0
13-Jan-2016,Beach,F,7.9,0
13-Jan-2016,Tussock,M,6.6,0
13-Jan-2016,Tussock,M,7.1,0
13-Jan-2016,Tussock,F,3.9,0
13-Jan-2016,Tussock,F,6,0
13-Jan-2016,Tussock,M,9.4,0
13-Jan-2016,Tussock,M,8.9,0
13-Jan-2016,Tussock,M,5.5,0
13-Jan-2016,Tussock,F,7.2,0
13-Jan-2016,Tussock,F,4.9,0
13-Jan-2016,Tussock,F,9.1,0
13-Jan-2016,Tussock,M,9.9,0
13-Jan-2016,Tussock,M,5.5,0
13-Jan-2016,Tussock,M,6.4,0
13-Jan-2016,Tussock,M,7,0
13-Jan-2016,Tussock,F,6.9,0
13-Jan-2016,Tussock,M,7.4,0
13-Jan-2016,Tussock,M,8,0
13-Jan-2016,Tussock,F,4.5,0
13-Jan-2016,Tussock,F,6,0
13-Jan-2016,Tussock,F,6.9,0
13-Jan-2016,Tussock,F,6.3,0
13-Jan-2016,Tussock,F,7.8,0
13-Jan-2016,Tussock,F,9,0
13-Jan-2016,Tussock,F,8.2,0
13-Jan-2016,Tussock,M,7.7,0
13-Jan-2016,Tussock,M,6.5,0
13-Jan-2016,Tussock,F,7.6,0
13-Jan-2016,Tussock,F,6,0
13-Jan-2016,Tussock,M,8.6,0
13-Jan-2016,Tussock,M,6.9,0
13-Jan-2016,Tussock,M,9.2,0
13-Jan-2016,Tussock,F,6,0
13-Jan-2016,Tussock,F,8,0
13-Jan-2016,Tussock,M,7.4,0
13-Jan-2016,Tussock,F,6.1,0
13-Jan-2016,Tussock,F,5.7,0
14-Mar-2015,Beach,F,14,3
14-Mar-2015,Beach,M,13,2
14-Mar-2015,Beach,F,8.2,3
14-Mar-2015,Beach,M,14,3
14-Mar-2015,Beach,F,10.8,3
14-Mar-2015,Beach,F,12.6,3
14-Mar-2015,Beach,M,15.6,3
14-Mar-2015,Beach,M,16.2,3
14-Mar-2015,Beach,M,15.8,3
14-Mar-2015,Beach,M,14,3
14-Mar-2015,Beach,M,13,3
14-Mar-2015,Tussock,M,17.4,3
14-Mar-2015,Tussock,M,16.5,3
14-Mar-2015,Tussock,F,15.8,3
14-Mar-2015,Tussock,M,9.6,2
14-Mar-2015,Tussock,M,14.8,3
14-Mar-2015,Tussock,F,12.6,2
14-Mar-2015,Tussock,F,10.8,3
14-Mar-2015,Tussock,F,11.4,3
14-Mar-2015,Tussock,F,12.6,3
14-Mar-2015,Tussock,F,12.4,3
14-Mar-2015,Tussock,M,11.6,3
14-Mar-2015,Tussock,F,11.6,2
14-Mar-2015,Tussock,M,16.8,3
14-Mar-2015,Tussock,M,13.6,3
14-Mar-2015,Tussock,F,14.3,3
14-Mar-2015,Tussock,F,12.2,3
14-Mar-2015,Tussock,F,13.1,3
14-Mar-2015,Tussock,M,12.6,2
14-Mar-2015,Tussock,F,13.2,3
14-Mar-2015,Tussock,M,10.8,3
14-Mar-2015,Tussock,M,12.8,3
14-Mar-2015,Tussock,M,13.6,3
14-Mar-2015,Tussock,M,11.6,3
14-Mar-2015,Tussock,M,10,3
14-Mar-2015,Tussock,M,13.1,3
14-Mar-2015,Beach,F,12.2,3
14-Mar-2015,Beach,F,11.8,3
14-Mar-2015,Beach,M,10.8,3
14-Mar-2015,Beach,M,12.2,3
14-Mar-2015,Beach,M,13.8,3
14-Mar-2015,Beach,F,10.6,3
14-Mar-2015,Beach,M,13.7,3
14-Mar-2015,Beach,F,6.2,2
14-Mar-2015,Beach,M,14.1,3
14-Mar-2015,Beach,F,13.4,3
14-Mar-2015,Beach,F,11.8,3
14-Mar-2015,Beach,F,11.7,3
14-Mar-2015,Beach,M,9.6,1
14-Mar-2015,Beach,M,13.2,3
14-Mar-2015,Beach,F,10.8,3
14-Mar-2015,Beach,F,11,1
14-Mar-2015,Beach,M,16.2,3
14-Mar-2015,Beach,M,13.3,3
14-Mar-2015,Beach,M,12.5,3
14-Mar-2015,Beach,M,9.6,3
14-Mar-2015,Beach,F,12,3
14-Mar-2015,Beach,M,12,3
14-Mar-2015,Beach,M,13.3,3
14-Mar-2015,Beach,F,12.6,3
14-Mar-2015,Beach,M,11.2,3
14-Mar-2015,Tussock,F,11,3
14-Mar-2015,Tussock,F,12.1,3
14-Mar-2015,Tussock,M,10.7,3
14-Mar-2015,Tussock,F,9.8,3
14-Mar-2015,Tussock,M,10.9,2
14-Mar-2015,Tussock,F,14.2,2
14-Mar-2015,Tussock,F,11,3
14-Mar-2015,Tussock,F,11.2,3
14-Mar-2015,Tussock,M,10.8,3
14-Mar-2015,Tussock,M,13.6,3
14-Mar-2015,Tussock,F,11.4,3
14-Mar-2015,Tussock,F,6,2
14-Mar-2015,Tussock,F,13,2
14-Mar-2015,Tussock,F,10.1,2
14-Mar-2015,Tussock,M,13.6,3
14-Mar-2015,Tussock,M,12.9,2
14-Mar-2015,Tussock,M,12,3
14-Mar-2015,Tussock,F,12.2,3
14-Mar-2015,Tussock,M,16,2
14-Mar-2015,Tussock,F,10.4,3
14-Mar-2015,Tussock,M,13.6,2
14-Mar-2015,Tussock,F,13,3
14-Mar-2015,Tussock,M,14,3
14-Mar-2015,Tussock,F,12.2,2
14-Mar-2015,Tussock,M,14.8,2
14-Mar-2015,Beach,F,15,3
14-Mar-2015,Beach,M,14.8,3
14-Mar-2015,Beach,F,14.6,3
14-Mar-2015,Beach,M,14.6,3
14-Mar-2015,Beach,F,12,3
14-Mar-2015,Beach,M,14.8,3
14-Mar-2015,Beach,M,16,3
14-Mar-2015,Beach,M,15.8,3
14-Mar-2015,Beach,F,13.6,3
14-Mar-2015,Beach,M,17.6,3
14-Mar-2015,Beach,M,17.6,3
14-Mar-2015,Beach,F,6.6,2
14-Mar-2015,Beach,M,17.1,3
14-Mar-2015,Beach,M,8.8,2
14-Feb-2015,Beach,M,11,0
14-Feb-2015,Beach,M,11,3
14-Feb-2015,Beach,M,11.5,1
14-Feb-2015,Beach,M,12,1
14-Feb-2015,Beach,F,6.5,0
14-Feb-2015,Beach,F,11,1
14-Feb-2015,Beach,F,11,1
14-Feb-2015,Beach,F,11.5,1
14-Feb-2015,Beach,F,7.5,1
14-Feb-2015,Beach,F,9,1
14-Feb-2015,Beach,M,12.5,0
14-Feb-2015,Beach,M,12.5,2
14-Feb-2015,Beach,M,12,2
14-Feb-2015,Beach,M,10,1
14-Feb-2015,Beach,M,10,1
14-Feb-2015,Beach,F,13.5,0
14-Feb-2015,Beach,F,8,1
14-Feb-2015,Beach,M,12,1
14-Feb-2015,Beach,M,11.5,0
14-Feb-2015,Tussock,M,13.5,1
14-Feb-2015,Tussock,F,12,1
14-Feb-2015,Tussock,F,8,3
14-Feb-2015,Beach,M,9.8,1
14-Feb-2015,Beach,M,15.5,0
14-Feb-2015,Beach,M,10,1
14-Feb-2015,Beach,F,9.2,0
14-Feb-2015,Beach,M,12.25,1
14-Feb-2015,Beach,M,13,1
14-Feb-2015,Beach,F,11,1
14-Feb-2015,Beach,M,10,1
14-Feb-2015,Beach,F,4.75,0
14-Feb-2015,Beach,F,10,1
14-Feb-2015,Beach,F,12.5,0
14-Feb-2015,Beach,M,13.75,1
14-Feb-2015,Beach,M,11.25,1
14-Feb-2015,Beach,F,8,1
14-Feb-2015,Tussock,F,9.5,3
14-Feb-2015,Tussock,F,9.5,0
14-Feb-2015,Tussock,F,10,3
14-Feb-2015,Tussock,M,13,1
14-Feb-2015,Tussock,F,13,3
14-Feb-2015,Tussock,F,11,0
14-Feb-2015,Tussock,M,11.5,1
14-Feb-2015,Tussock,F,11.5,2
14-Feb-2015,Tussock,F,12,3
14-Feb-2015,Tussock,M,10.5,1
14-Feb-2015,Tussock,M,12,1
14-Feb-2015,Tussock,F,9,0
14-Feb-2015,Tussock,F,8,1
14-Feb-2015,Tussock,M,13.5,0
14-Feb-2015,Tussock,M,12,0
14-Feb-2015,Tussock,F,11.5,0
14-Feb-2015,Tussock,F,17,1
14-Feb-2015,Tussock,M,11.5,1
14-Feb-2015,Tussock,F,13.5,3
14-Feb-2015,Tussock,F,13,3
14-Feb-2015,Tussock,M,10,1
14-Feb-2015,Tussock,F,10,2
14-Feb-2015,Beach,M,8.8,1
14-Feb-2015,Beach,M,15.75,1
14-Feb-2015,Beach,M,11,0
14-Feb-2015,Beach,M,9,1
14-Feb-2015,Beach,M,10.2,1
14-Feb-2015,Beach,F,8,1
14-Feb-2015,Beach,M,11,1
14-Feb-2015,Beach,M,11.75,1
14-Feb-2015,Beach,F,9.4,1
14-Feb-2015,Beach,F,11.2,1
14-Feb-2015,Beach,M,11.25,1
14-Feb-2015,Tussock,M,11.75,1
14-Feb-2015,Tussock,F,11,1
14-Feb-2015,Tussock,M,12.25,1
14-Feb-2015,Tussock,M,9,1
14-Feb-2015,Tussock,M,10.75,1
14-Feb-2015,Tussock,F,10,2
14-Feb-2015,Tussock,F,11.4,1
14-Feb-2015,Tussock,M,13.4,1
14-Feb-2015,Tussock,M,9.2,2
14-Feb-2015,Tussock,M,6.4,1
14-Feb-2015,Tussock,F,9.2,1
14-Feb-2015,Tussock,M,7.75,1
14-Feb-2015,Tussock,F,10.5,2
14-Feb-2015,Tussock,F,12.2,1
14-Feb-2015,Tussock,M,11.25,1
14-Feb-2015,Tussock,F,11.8,2
14-Feb-2015,Tussock,M,6,1
14-Feb-2015,Tussock,F,10.5,1
14-Feb-2015,Tussock,M,12.25,1
14-Feb-2015,Tussock,F,13.5,2
14-Feb-2015,Tussock,M,12.8,1
14-Feb-2015,Tussock,M,13.5,1
14-Feb-2015,Tussock,M,13.25,2
14-Feb-2015,Tussock,M,10.8,2
14-Feb-2015,Tussock,M,10,1
14-Feb-2015,Beach,M,11.5,0
14-Feb-2015,Beach,F,9.5,0
14-Feb-2015,Beach,M,7.5,1
14-Feb-2015,Beach,F,9,0
14-Feb-2015,Beach,M,7.5,0
14-Feb-2015,Beach,F,11,3
14-Jan-2015,Tussock,M,6.9,1
14-Jan-2015,Tussock,M,9.4,0
14-Jan-2015,Tussock,F,8,0
14-Jan-2015,Tussock,F,9,0
14-Jan-2015,Tussock,M,6.6,0
14-Jan-2015,Tussock,M,8.7,0
14-Jan-2015,Tussock,F,7.4,0
14-Jan-2015,Tussock,M,6.8,0
14-Jan-2015,Beach,M,7.2,0
14-Jan-2015,Beach,M,6.6,0
14-Jan-2015,Beach,M,6.6,0
14-Jan-2015,Beach,F,6,0
14-Jan-2015,Beach,M,6.2,0
14-Jan-2015,Beach,F,6.9,1
14-Jan-2015,Beach,F,5.2,0
14-Jan-2015,Beach,F,8.1,0
14-Jan-2015,Beach,M,5.5,0
14-Jan-2015,Beach,M,5.4,0
14-Jan-2015,Beach,F,5.6,0
14-Jan-2015,Beach,F,9.2,0
14-Jan-2015,Beach,M,8.2,0
14-Jan-2015,Beach,F,5.2,0
14-Jan-2015,Beach,M,7.5,0
14-Jan-2015,Beach,F,4.1,0
14-Jan-2015,Beach,M,6.3,0
14-Jan-2015,Beach,F,6.4,0
14-Jan-2015,Beach,F,7.7,0
14-Jan-2015,Beach,M,7.8,0
14-Jan-2015,Beach,M,6.6,0
14-Jan-2015,Beach,M,6.5,0
14-Jan-2015,Beach,F,6,0
14-Jan-2015,Beach,F,7.7,0
14-Jan-2015,Beach,F,6.1,0
14-Jan-2015,Tussock,F,9.1,0
14-Jan-2015,Tussock,M,5.3,0
14-Jan-2015,Tussock,M,10.7,0
14-Jan-2015,Tussock,F,6.5,0
14-Jan-2015,Tussock,F,7.5,0
14-Jan-2015,Tussock,M,10.2,0
14-Jan-2015,Tussock,M,10.5,1
14-Jan-2015,Tussock,F,7.7,0
14-Jan-2015,Tussock,F,6.4,0
14-Jan-2015,Tussock,M,8.6,0
14-Jan-2015,Tussock,F,6.3,0
14-Jan-2015,Tussock,M,6.4,0
14-Jan-2015,Tussock,M,8.3,0
14-Jan-2015,Tussock,F,7.3,0
14-Jan-2015,Tussock,M,11.2,0
14-Jan-2015,Tussock,M,6.8,0
14-Jan-2015,Tussock,M,8.5,0
14-Jan-2015,Beach,M,6.7,0
14-Jan-2015,Beach,F,9.2,0
14-Jan-2015,Beach,M,9.4,0
14-Jan-2015,Beach,F,7.6,0
14-Jan-2015,Beach,M,8.1,0
14-Jan-2015,Beach,M,7.8,0
14-Jan-2015,Beach,M,7.3,0
14-Jan-2015,Beach,F,5.5,0
14-Jan-2015,Beach,M,5.5,0
14-Jan-2015,Beach,M,7.7,0
14-Jan-2015,Beach,M,6.4,0
14-Jan-2015,Beach,F,8.3,0
14-Jan-2015,Beach,M,3.7,0
14-Jan-2015,Beach,M,4.8,0
14-Jan-2015,Beach,M,5.1,0
14-Jan-2015,Beach,M,9.2,0
14-Jan-2015,Beach,M,9.2,0
14-Jan-2015,Beach,M,5.6,0
14-Jan-2015,Beach,M,7.6,0
14-Jan-2015,Beach,M,10.6,0
14-Jan-2015,Beach,M,9.5,0
14-Jan-2015,Beach,F,4.9,0
14-Jan-2015,Beach,M,10.4,0
14-Jan-2015,Beach,F,7,0
14-Jan-2015,Beach,F,6.1,0
14-Jan-2015,Tussock,M,8.8,0
14-Jan-2015,Tussock,F,5,0
14-Jan-2015,Tussock,M,10.5,0
14-Jan-2015,Tussock,M,6,0
14-Jan-2015,Tussock,M,6.1,0
14-Jan-2015,Tussock,M,8,0
14-Jan-2015,Tussock,M,11.4,0
14-Jan-2015,Tussock,M,7.4,0
14-Jan-2015,Tussock,M,7,0
14-Jan-2015,Tussock,M,11.6,0
14-Jan-2015,Tussock,F,10,0
14-Jan-2015,Tussock,M,9,0
14-Jan-2015,Tussock,M,8.8,0
14-Jan-2015,Tussock,M,8.6,0
14-Jan-2015,Tussock,M,10.8,0
14-Jan-2015,Tussock,F,5.7,0
14-Jan-2015,Tussock,F,7.4,0
14-Jan-2015,Tussock,M,8.7,0
14-Jan-2015,Tussock,M,6.6,0
14-Jan-2015,Tussock,F,5.6,0
14-Jan-2015,Tussock,F,5,0
14-Jan-2015,Tussock,M,8.8,0
14-Jan-2015,Tussock,F,10.2,0
14-Jan-2015,Tussock,M,6.3,0
14-Jan-2015,Tussock,F,7.2,0
14-Mar-2014,Beach,F,12.2,3
14-Mar-2014,Beach,M,14,3
14-Mar-2014,Beach,M,14,3
14-Mar-2014,Beach,M,15,3
14-Mar-2014,Beach,M,10,2
14-Mar-2014,Beach,F,9.5,3
14-Mar-2014,Beach,M,10,2
14-Mar-2014,Beach,F,15,3
14-Mar-2014,Beach,F,9.9,2
14-Mar-2014,Beach,F,11.5,3
14-Mar-2014,Beach,F,13,3
14-Mar-2014,Beach,M,15.5,3
14-Mar-2014,Beach,M,16.8,3
14-Mar-2014,Beach,F,13,3
14-Mar-2014,Beach,M,10,3
14-Mar-2014,Beach,M,15,3
14-Mar-2014,Beach,M,13.5,3
14-Mar-2014,Beach,F,15,3
14-Mar-2014,Tussock,M,12.1,3
14-Mar-2014,Tussock,F,9.1,2
14-Mar-2014,Tussock,F,12,3
14-Mar-2014,Tussock,F,11,3
14-Mar-2014,Tussock,F,10.4,3
14-Mar-2014,Tussock,F,11.2,3
14-Mar-2014,Tussock,F,15,3
14-Mar-2014,Tussock,F,10.1,3
14-Mar-2014,Tussock,F,11.2,3
14-Mar-2014,Tussock,M,12.2,3
14-Mar-2014,Tussock,F,11,3
14-Mar-2014,Tussock,F,13.1,3
14-Mar-2014,Tussock,M,13.8,3
14-Mar-2014,Tussock,M,21,3
14-Mar-2014,Tussock,M,14,3
14-Mar-2014,Tussock,F,14.7,3
14-Mar-2014,Tussock,F,12,3
14-Mar-2014,Tussock,M,9,2
14-Mar-2014,Beach,M,13,3
14-Mar-2014,Beach,M,13.2,3
14-Mar-2014,Beach,F,15.6,3
14-Mar-2014,Beach,M,15,3
14-Mar-2014,Beach,F,12,3
14-Mar-2014,Beach,F,10,3
14-Mar-2014,Beach,F,13.4,3
14-Mar-2014,Beach,M,14.1,3
14-Mar-2014,Beach,F,10.3,2
14-Mar-2014,Beach,M,13.6,3
14-Mar-2014,Beach,M,12.3,3
14-Mar-2014,Beach,F,9.5,3
14-Mar-2014,Beach,M,18.8,3
14-Mar-2014,Beach,F,13,3
14-Mar-2014,Beach,M,14,3
14-Mar-2014,Beach,F,9.2,3
14-Mar-2014,Beach,F,12.5,2
14-Mar-2014,Beach,M,17,3
14-Mar-2014,Beach,M,10.8,2
14-Mar-2014,Beach,M,12.8,3
14-Mar-2014,Beach,M,17,3
14-Mar-2014,Beach,F,10.6,3
14-Mar-2014,Beach,M,17.5,3
14-Mar-2014,Beach,F,10.2,3
14-Mar-2014,Beach,M,15.2,3
14-Mar-2014,Beach,F,12.5,3
14-Mar-2014,Beach,M,15,3
14-Mar-2014,Beach,F,9,3
14-Mar-2014,Beach,F,12.5,3
14-Mar-2014,Tussock,F,9.5,3
14-Mar-2014,Tussock,F,12.1,3
14-Mar-2014,Tussock,M,7.5,3
14-Mar-2014,Tussock,M,12.2,3
14-Mar-2014,Tussock,F,14.5,3
14-Mar-2014,Tussock,F,9.2,3
14-Mar-2014,Tussock,F,12,3
14-Mar-2014,Tussock,M,14.6,2
14-Mar-2014,Tussock,F,12,3
14-Mar-2014,Tussock,F,12,3
14-Mar-2014,Tussock,F,12,3
14-Mar-2014,Tussock,F,12.6,3
14-Mar-2014,Tussock,F,13,3
14-Mar-2014,Tussock,F,11.7,3
14-Mar-2014,Tussock,M,13.7,3
14-Mar-2014,Tussock,M,11.5,3
14-Mar-2014,Tussock,F,8,3
14-Mar-2014,Tussock,F,7.7,3
14-Mar-2014,Tussock,M,10.7,3
14-Mar-2014,Tussock,F,12.8,3
14-Mar-2014,Tussock,F,13,3
14-Mar-2014,Tussock,F,10.5,3
14-Mar-2014,Tussock,F,10,3
14-Mar-2014,Tussock,F,11.2,3
14-Mar-2014,Tussock,F,8.2,3
14-Mar-2014,Tussock,F,13,3
14-Mar-2014,Tussock,F,10.2,2
14-Mar-2014,Tussock,F,11,3
14-Mar-2014,Tussock,M,16.2,3
14-Mar-2014,Tussock,F,12,3
14-Mar-2014,Tussock,F,12,3
14-Mar-2014,Tussock,F,13.2,3
14-Mar-2014,Beach,M,16,3
14-Mar-2014,Beach,M,12,3
14-Mar-2014,Beach,F,10,2
14-Feb-2014,Tussock,M,13.5,0
14-Feb-2014,Tussock,M,12,0
14-Feb-2014,Tussock,F,11.5,0
14-Feb-2014,Tussock,F,14,1
14-Feb-2014,Beach,M,12,0
14-Feb-2014,Beach,F,10.8,1
14-Feb-2014,Beach,M,10,3
14-Feb-2014,Beach,M,12.4,1
14-Feb-2014,Beach,M,12.5,1
14-Feb-2014,Beach,M,14.1,2
14-Feb-2014,Beach,F,12.2,0
14-Feb-2014,Beach,F,9.4,0
14-Feb-2014,Beach,M,10,1
14-Feb-2014,Beach,M,12.8,1
14-Feb-2014,Beach,F,9.4,1
14-Feb-2014,Beach,M,12.1,1
14-Feb-2014,Beach,M,17,1
14-Feb-2014,Beach,F,12,0
14-Feb-2014,Beach,F,9.2,0
14-Feb-2014,Beach,F,10.6,1
14-Feb-2014,Beach,M,12,1
14-Feb-2014,Beach,M,7.4,0
14-Feb-2014,Beach,F,9.4,0
